relative_path,pdf_id,kind,bytes,sha256,required_for_benchmark
data/pdfs/paper_0108.pdf,paper_0108,single_paper,3681094,36668772b4f5aa5a1f472db32ea69db48541bfa0189cfbdd401c9bcca803e0c3,True
data/pdfs/paper_0109.pdf,paper_0109,single_paper,460180,884a19ac0e8a162d60f25cee61236dfea75ed8255d8ec5a6bb07e3937832bec9,True
data/pdfs/paper_0110.pdf,paper_0110,single_paper,1026685,1a53614098d90042ebb466e0bb015200644e442d46712d777f46fc6142351463,True
data/pdfs/paper_0111.pdf,paper_0111,single_paper,687132,93f3b819918bacee8da959dd9ab2a362087d182ef247c6ca8f901c4acfb1264a,True
data/pdfs/paper_0112.pdf,paper_0112,single_paper,447418,0f81a711049b555886f6dac3bcd27e83fe8560cfcbbc54be19fcd288d6c5b125,True
data/pdfs/paper_0113.pdf,paper_0113,single_paper,617798,2a9025396451855051a96e72b9dc1522dddb860e755c00d9ba34846b926b87a4,True
data/pdfs/paper_0114.pdf,paper_0114,single_paper,739853,ed9634062ee858a986e63a3c3d144954b58974f2ca73f29794746af72b30cd19,False
data/pdfs/paper_0115.pdf,paper_0115,single_paper,1817240,99ede4e4991f7ea35ad443ca9771395b5d10e9c9dc31d84e54054d0bc44c62e8,True
data/pdfs/paper_0116.pdf,paper_0116,single_paper,901444,66d9693f2e4e4ad391ebb8f4768cd1c4f99b68b653fd35e2cdcfc0c0ab5bf941,True
data/pdfs/paper_0117.pdf,paper_0117,single_paper,484543,a98aa1959707eb0d96b24a138d1286495a15a6b897734cfd7eb4dbd339c48658,False
data/pdfs/paper_0118.pdf,paper_0118,single_paper,1149934,fc8195dd682139fe2ec1b60818878991a66a48bef5aa94884a39f34895b690ca,False
data/pdfs/paper_0119.pdf,paper_0119,single_paper,7021375,bdc0769d4e7db0c5b509c7fa382678aa62c106cc1d699876f4a487a7a8a12ac7,True
data/pdfs/paper_0120.pdf,paper_0120,single_paper,3079930,1ec1fb30aa2536ebf8065f248a0c09ff5a4e8ebcb71142e6dd6c4e52d86392c3,True
data/pdfs/paper_0121.pdf,paper_0121,single_paper,362586,7dd8e659abd2d7ab4220a25d5406a62c5c5804b064361002916002b0c7ccdf21,False
data/pdfs/paper_0122.pdf,paper_0122,single_paper,659108,f9d08caa0130866d18cb412d484ea46d0784df3e1531ddf2c2531201adba3b4f,False
data/pdfs/paper_0123.pdf,paper_0123,single_paper,11593827,5aef8c5f36154465b354cdbd27de7ce1db3753e526bc7be34a834c0a2af49310,True
data/pdfs/paper_0124.pdf,paper_0124,single_paper,1036148,18971bc000e97946d754367d1e6348e3320b0c7a6223443248c6cf4abb311d7a,True
data/pdfs/paper_0125.pdf,paper_0125,single_paper,1794439,dad1938d68b562f7dbda1e6559678aee02247184d04264928e4aec058982e209,False
data/pdfs/paper_0126.pdf,paper_0126,single_paper,4406068,947d14f785bf8aa734ccede0a5b3095d74a2bc8b232f5084a7c6879630a68d3f,True
data/pdfs/paper_0127.pdf,paper_0127,single_paper,488671,c8df78e395beea6613a16ff0e2d19eeea1986423246e086ff12413c3847c6256,True
data/pdfs/paper_0128.pdf,paper_0128,single_paper,281588,f469113e2d4b9fadf38f14aaad1eb8362d899d109941d99b3144546592781dae,False
data/pdfs/paper_0129.pdf,paper_0129,single_paper,734638,4bb1d368b19b9d0c75722f8cf63427e8352a2b1c71ece6fe5ba8bae2dd3c3ca5,True
data/pdfs/paper_0130.pdf,paper_0130,single_paper,13707342,90e391221890bf61dea3d05029ef9b2edd8dda30db596f57f2196c136ff46991,False
data/pdfs/paper_0131.pdf,paper_0131,single_paper,1310154,14814ab5c3419fe722894879823c6118093d1bcf2dd77baa4c06625e4e99c065,False
data/pdfs/paper_0132.pdf,paper_0132,single_paper,1018455,0991cfb1c5a474a6b02f4265f07f5ecf0fc70c7ef5a351f6911b5f20ce5923d6,True
data/pdfs/paper_0133.pdf,paper_0133,single_paper,18161950,c3bf7f272ee17bbdfca741b70865fb079070dd09d8a139347471a7d7ec79391c,True
data/pdfs/paper_0134.pdf,paper_0134,single_paper,2030507,192fac4e7908ec15b6505f1779be5d49ef80617b5fdc7ed4601f7494fbd2a344,True
data/pdfs/paper_0135.pdf,paper_0135,single_paper,436921,ef023cbd5b9045114ccf3025799753bb2061e4dcc25f123b59185c1c00a32552,False
data/pdfs/paper_0136.pdf,paper_0136,single_paper,10564643,0c02c1e86e455b65f853e6ae945cf0a023f3e531b6b7ab07e9b4b10a530ea444,True
data/pdfs/paper_0137.pdf,paper_0137,single_paper,669154,e63167da7710f542e059ad71725c765ad5ff911e724850d94863252cbdad699a,True
data/pdfs/paper_0138.pdf,paper_0138,single_paper,3284843,5c12cd1c43be22629ac7951eea95d1dfe9f15735142bb07c85aecf9f753aa825,True
data/pdfs/paper_0139.pdf,paper_0139,single_paper,7203863,0a094c1d7580fadfa439238a9d52923c5ff3d74d7f3b51a619d6d3c6edbfff9c,True
data/pdfs/paper_0140.pdf,paper_0140,single_paper,669525,5e670811033c699933576da224f5441ce51a2751092160a7b2be3070f3f756ed,True
data/pdfs/paper_0141.pdf,paper_0141,single_paper,264046,16e01236c7184d1279c54e8437f50e8c36718307eed5831b604bccec469e1ca7,True
data/pdfs/paper_0142.pdf,paper_0142,single_paper,1545907,762c0eb1abeb3de5d06ef33df9e2a886a35dcd17a63d95a6614142198e0f1794,False
data/pdfs/paper_0143.pdf,paper_0143,single_paper,523835,3cbdf7b1b7eba580ec43cca9e9f3999bfefac7032145f72327bb6965337d5a92,True
data/pdfs/paper_0144.pdf,paper_0144,single_paper,551376,397a8aa1a57fbec2d8b72b99ff9dc3bb6d0567f4595c485e4263fd57cde34cb8,True
data/pdfs/paper_0145.pdf,paper_0145,single_paper,779484,d0c3e2a0108449635446bd669b5617ec3893018dc8e81986d388b239e54dfb7b,False
data/pdfs/paper_0146.pdf,paper_0146,single_paper,9195560,6063522f4e48a0a369a4984e121e449d972aa7c387c9a75db027518a079261d7,True
data/pdfs/paper_0147.pdf,paper_0147,single_paper,1189323,432efdad3cbd2ab7908db81e30a7b568c0ddd387fb85df79bc13266412744a8b,True
data/pdfs/paper_0148.pdf,paper_0148,single_paper,698163,954ae1b84f6412813612a0bced677261e7e025951f6dd3f7cb96083aba61f199,True
data/pdfs/paper_0149.pdf,paper_0149,single_paper,9570093,a497fec90975c7e7466891efc09bed17c7adfc944d4d6401c47e5bf82dc8b29e,True
data/pdfs/paper_0150.pdf,paper_0150,single_paper,16565161,2487c2de00af04bf4a1cae1604a4460c638a35e10e44a8dbe98ffb56627ddffd,True
data/pdfs/paper_0151.pdf,paper_0151,single_paper,431511,69b34374d6acf99679f6b7ec7565a92256beebc65b1cbbce5bc6bc772f2156ef,True
data/pdfs/paper_0152.pdf,paper_0152,single_paper,13082422,90f3cc31578373c74735eb987e23a2ef7acdad01cf7bd984dac957ed93df17c3,False
data/pdfs/paper_0153.pdf,paper_0153,single_paper,249769,7f93d72e5997ac28f20c7788b8882ca8c6ea5061cf4c688bc5d05e7cb2b36f49,False
data/pdfs/paper_0154.pdf,paper_0154,single_paper,393129,de6d40280bc7d673c5e43feb9c2ab36f0d2dd9e059937a2ad699ceedb1570d09,True
data/pdfs/paper_0155.pdf,paper_0155,single_paper,7612321,87856c128341ffa52b57d143904abf90e3606afd93978fb5b902b0d42794992d,True
data/pdfs/paper_0156.pdf,paper_0156,single_paper,331044,b1b202145519b85304182d9abd43cc4495bd7c79c405ad1ce1db277bed813b51,True
data/pdfs/paper_0157.pdf,paper_0157,single_paper,12482235,4a48c48feeae5c0de3547a7e444d28968e1487cf1f59dda1c82a8469cc1467e2,True
data/pdfs/paper_0158.pdf,paper_0158,single_paper,234667,e96c7c9326412b1e819052c4976f33e1fb05d9cfec518c20ee82ab8c45cdc6ee,False
data/pdfs/paper_0159.pdf,paper_0159,single_paper,349548,e47a807e76e16377b3ddfedf63949bd96d5ffab33f4f2e306eded2ee2b735293,True
data/pdfs/paper_0160.pdf,paper_0160,single_paper,630795,bde9504aad4f0953c99841cb6babfedf0f242dd3815792890ab1ec5f1acc8818,True
data/pdfs/paper_0161.pdf,paper_0161,single_paper,4483827,bb268fd15a56d22d464b2ec45915ca004c511225287fa9e133f473b06873ad68,False
data/pdfs/paper_0162.pdf,paper_0162,single_paper,286077,b7ed77aacb6999f2f4b42812eece8729388533d881a298423acc07362d7f1397,True
data/pdfs/paper_0163.pdf,paper_0163,single_paper,518842,a802a72a50e15d97c39af77905e800c12a41cab76d9f322a3156561ab69db0f0,True
data/pdfs/paper_0164.pdf,paper_0164,single_paper,3496873,85de076d48301c6bf089fdbe8bf2bd8fa801b648771d7f1226f5dbed58209868,True
data/pdfs/paper_0165.pdf,paper_0165,single_paper,677299,4746624874752e5ecb9edf0a7037b664101b2bffc74f7527e8294ca82aba9f28,True
data/pdfs/paper_0166.pdf,paper_0166,single_paper,1797403,789c644a55c334b4e86583f456805b3cdd6912acdc8ac512fef5a4785a9facb2,False
data/pdfs/paper_0167.pdf,paper_0167,single_paper,593032,aefd022d5c2dc3f48253cedf9812cee909ecb728f664b05a82c43b12bb81545e,True
data/pdfs/paper_0168.pdf,paper_0168,single_paper,687520,c085ee9d0516a7b8d08ac9fb3172f8eace15581c44fffe1af0f172ff1e9cb14b,True
data/pdfs/paper_0169.pdf,paper_0169,single_paper,5657634,9c0910a8b1a0a2d43e404408da8316b0b0905e51059eeb5e49c764e6fc004533,True
data/pdfs/paper_0170.pdf,paper_0170,single_paper,1033979,fb9eab79d09edb9c79925aeaf8c3d0f7e023fc2cc7e88feffb5a2c85df351731,True
data/pdfs/paper_0171.pdf,paper_0171,single_paper,6121573,3aa0825e0bba84d75d6e848efe189b191bcab68e4878e0107f3582954a098123,False
data/pdfs/paper_0172.pdf,paper_0172,single_paper,20155408,a4faa30f1fee4ff5a99e326f7ac9361429d1581656d20509bae709e979c4a11e,True
data/pdfs/paper_0173.pdf,paper_0173,single_paper,361711,c03f4f694edb7f3469df8cf0601a0463c1974325bef732b9fa49513152ddfddf,True
data/pdfs/paper_0174.pdf,paper_0174,single_paper,179161,fe0a1fb21dc56ce7d4e4263843fcb12d5fc21f315b9cdf2bd35f4581f2cc9e02,True
data/pdfs/paper_0175.pdf,paper_0175,single_paper,851090,46e1a156e1485c3c841ad525baf76d4ec36f064a5561ad1c27766c4742122264,True
data/pdfs/paper_0176.pdf,paper_0176,single_paper,326260,17ce7ba51c68cff0e080989a3852f23ac2ab06a5e22cd7f5390477c97ce993b8,False
data/pdfs/paper_0177.pdf,paper_0177,single_paper,6451195,2b69b0c826006daa076b2d44d65e9a82c75496f6d38166d1e43de5315279bb38,True
data/pdfs/paper_0178.pdf,paper_0178,single_paper,3372336,df7dce9bd9018870f9bdb46fe91cdf0f1ed604576ae97b418c31fa2ce1e03c90,True
data/pdfs/paper_0179.pdf,paper_0179,single_paper,1180486,25ff15f95c83f5ddf1b30aa78a85aa919216c1be530579696414ef53c9b4632d,False
data/pdfs/paper_0180.pdf,paper_0180,single_paper,2505691,c5a176621c3f06dbf6801fe75c7457ddfd82906ca3fd82ee0ca7a7f42bee01b0,True
data/pdfs/paper_0181.pdf,paper_0181,single_paper,3913321,07fd0ca69a6cd6120e07e843dd5277cb69d12cfcfb5698a655cb94eeded7e9be,False
