path,size_bytes,sha256,recommendation,kind,description,deletion_risk,json_shape,top_level_records,qa_count_if_dataset,parse_error
data/qa/cross_pdf/hard_expansion/fulltext_pairs_claude_round2/checkpoints/hvp_0003.json,39157,9af8318e7c526c8a5777a0d62d515099d3482253a5af30547dc167bb9e25358a,archive_then_delete,generation_checkpoint,生成或推理任务的断点 JSON。,当前任务均已结束；删除后不能从原断点续跑，只能重新运行。,object,9,,
data/qa/cross_pdf/hard_expansion/fulltext_pairs_claude_round2/checkpoints/hvp_0004.json,22341,9442b72cb28d3be7f6e8eeba5531382d90d8291da1cc64e351243a2d816e2ee6,archive_then_delete,generation_checkpoint,生成或推理任务的断点 JSON。,当前任务均已结束；删除后不能从原断点续跑，只能重新运行。,object,9,,
data/qa/cross_pdf/hard_expansion/fulltext_pairs_claude_round2/checkpoints/hvp_0005.json,33963,64c3124e365b0067b1f950e1defe49b60bd7df194ad4cf1a817a73a8cea31d47,archive_then_delete,generation_checkpoint,生成或推理任务的断点 JSON。,当前任务均已结束；删除后不能从原断点续跑，只能重新运行。,object,9,,
data/qa/cross_pdf/hard_expansion/fulltext_pairs_claude_round2/checkpoints/hvp_0006.json,28132,af3a4c84cf9cc2fcd90ed891a1fa2a154b1de424497dcf9a5d3a32e25ed5251c,archive_then_delete,generation_checkpoint,生成或推理任务的断点 JSON。,当前任务均已结束；删除后不能从原断点续跑，只能重新运行。,object,9,,
data/qa/cross_pdf/hard_expansion/fulltext_pairs_claude_round2/checkpoints/hvp_0007.json,2225,01469f2d9ec7ba75b26902713000734576eb60c5e9089dd6f593cbb780f2decf,archive_then_delete,generation_checkpoint,生成或推理任务的断点 JSON。,当前任务均已结束；删除后不能从原断点续跑，只能重新运行。,object,9,,
data/qa/cross_pdf/hard_expansion/fulltext_pairs_claude_round2/checkpoints/hvp_0008.json,30536,620a7b90320ff6ab80b5ea33acdb5d77e3ecbaf2fb9a47847d26317ed6462328,archive_then_delete,generation_checkpoint,生成或推理任务的断点 JSON。,当前任务均已结束；删除后不能从原断点续跑，只能重新运行。,object,9,,
data/qa/cross_pdf/hard_expansion/fulltext_pairs_claude_round2/checkpoints/hvp_0009.json,26949,63d015237a77ae51780103407dc6bf0ddda3ec9716ef6926ff67835f3463025e,archive_then_delete,generation_checkpoint,生成或推理任务的断点 JSON。,当前任务均已结束；删除后不能从原断点续跑，只能重新运行。,object,9,,
data/qa/cross_pdf/hard_expansion/fulltext_pairs_claude_round2/checkpoints/hvp_0010.json,9789,d53cd5fda208de0b8c8e90df7cfcb29993bcf410dc5f1f2bda2ed20e2355a89e,archive_then_delete,generation_checkpoint,生成或推理任务的断点 JSON。,当前任务均已结束；删除后不能从原断点续跑，只能重新运行。,object,9,,
data/qa/cross_pdf/hard_expansion/fulltext_pairs_claude_round2/checkpoints/hvp_0011.json,1827,f32abbf44e7a1707b07e0d6d5d6f900ebc7987662ba761173c57b31e7e555891,archive_then_delete,generation_checkpoint,生成或推理任务的断点 JSON。,当前任务均已结束；删除后不能从原断点续跑，只能重新运行。,object,9,,
data/qa/cross_pdf/hard_expansion/fulltext_pairs_claude_round2/checkpoints/hvp_0012.json,29028,e85817db4a9d2fadfc1dd8cd0d5b7409a404f75c2d63ce876ad1f55a7fe85a44,archive_then_delete,generation_checkpoint,生成或推理任务的断点 JSON。,当前任务均已结束；删除后不能从原断点续跑，只能重新运行。,object,9,,
data/qa/cross_pdf/hard_expansion/fulltext_pairs_claude_round2/checkpoints/hvp_0013.json,19675,d7d87d81d8fd6eaa6d01b82ceadac8487f2b367d02e40af7492c92e4bf228938,archive_then_delete,generation_checkpoint,生成或推理任务的断点 JSON。,当前任务均已结束；删除后不能从原断点续跑，只能重新运行。,object,9,,
data/qa/cross_pdf/hard_expansion/fulltext_pairs_claude_round2/checkpoints/hvp_0015.json,34903,6628e73facf3728377588bb8dcb42da1ecc995a702d4972bad6a84a44a2b8c2b,archive_then_delete,generation_checkpoint,生成或推理任务的断点 JSON。,当前任务均已结束；删除后不能从原断点续跑，只能重新运行。,object,9,,
